item	itemLabel	icao	countryLabel	loc
http://www.wikidata.org/entity/Q6418282	Kitona Air Base	FZAI	Democratic Republic of the Congo	Point(12.4475 -5.91805556)
http://www.wikidata.org/entity/Q6418282	Kitona Air Base	FZAI	Democratic Republic of the Congo	Point(12.45 -5.916666666)
http://www.wikidata.org/entity/Q6428998	Kondinskoye Airport	USHK	Russia	Point(67.433333333 59.65)
http://www.wikidata.org/entity/Q6434895	Kovin Airport	LY87	Serbia	Point(20.961388888 44.774444444)
http://www.wikidata.org/entity/Q6463566	La Macarena Airport	SKNA	Colombia	Point(-73.7875 2.17916667)
http://www.wikidata.org/entity/Q6463566	La Macarena Airport	SKNA	Colombia	Point(-73.78611111 2.173638889)
http://www.wikidata.org/entity/Q6469287	Ladd Army Airfield	PAFB	United States of America	Point(-147.614 64.8375)
http://www.wikidata.org/entity/Q6489500	Larisa Air Base	LGLR	Greece	Point(22.448612 39.648612)
http://www.wikidata.org/entity/Q6489500	Larisa Air Base	LGLR	Greece	Point(22.465452777 39.6491)
http://www.wikidata.org/entity/Q6516685	Station Group Banak	ENNA	Norway	Point(24.973888888 70.066666666)
http://www.wikidata.org/entity/Q6540050	Liangping Airport	ZULP	People's Republic of China	Point(107.786111111 30.679444444)
http://www.wikidata.org/entity/Q6544396	Lieutenant Colonel Luis F. Pinto Parra Air Base	SKME	Colombia	Point(-74.635047 4.216442)
http://www.wikidata.org/entity/Q6544396	Lieutenant Colonel Luis F. Pinto Parra Air Base	SKME	Colombia	Point(-74.635 4.216388888)
http://www.wikidata.org/entity/Q6544396	Lieutenant Colonel Luis F. Pinto Parra Air Base	SKME	Colombia	Point(-74.635 4.216388889)
http://www.wikidata.org/entity/Q6661105	Llanbedr Airport	EGFD	United Kingdom	Point(-4.12722 52.805)
http://www.wikidata.org/entity/Q6694741	Lt. Col. Wisnu Airfield	WADE	Indonesia	Point(114.6185 -8.14171667)
http://www.wikidata.org/entity/Q6706931	Lviv Stryi Airport	UKLP	Ukraine	Point(23.79 49.24472222)
http://www.wikidata.org/entity/Q6738110	Major Justino Mariño Cuesto Air Base	SKMA	Colombia	Point(-74.275277777 4.727777777)
http://www.wikidata.org/entity/Q6738110	Major Justino Mariño Cuesto Air Base	SKMA	Colombia	Point(-74.27527778 4.727777778)
http://www.wikidata.org/entity/Q6738110	Major Justino Mariño Cuesto Air Base	SKMA	Colombia	Point(-74.275 4.731667)
http://www.wikidata.org/entity/Q6744357	Malmen Airbase	ESCF	Sweden	Point(15.522777777 58.397777777)
http://www.wikidata.org/entity/Q6747097	Manaus Air Force Base	SBMN	Brazil	Point(-59.98638889 -3.14611111)
http://www.wikidata.org/entity/Q6764074	Marine Corps Air Station Tustin	KNTK	United States of America	Point(-117.822 33.7068)
http://www.wikidata.org/entity/Q6906023	Montijo Air Base	LPMT	Portugal	Point(-9.0375 38.705)
http://www.wikidata.org/entity/Q6946027	Royal Air Force Station Sculthorpe	EGUP	United Kingdom	Point(0.760556 52.8483)
http://www.wikidata.org/entity/Q6981695	Naval Air Engineering Station Lakehurst	KNEL	United States of America	Point(-74.353611111 40.033333333)
http://www.wikidata.org/entity/Q7058696	Presque Isle International Airport	KPQI	United States of America	Point(-68.044722222 46.688888888)
http://www.wikidata.org/entity/Q7158431	Pease Air National Guard Base	KPSM	United States of America	Point(-70.8233 43.0781)
http://www.wikidata.org/entity/Q7158431	Pease Air National Guard Base	KPSM	United States of America	Point(-70.81736 43.07891)
http://www.wikidata.org/entity/Q7180409	Phan Rang Air Base	VVPR	Vietnam	Point(108.95194444 11.63361111)
http://www.wikidata.org/entity/Q7199307	Pittsburgh IAP Air Reserve Station	KPIT	United States of America	Point(-80.2153 40.4944)
http://www.wikidata.org/entity/Q7207185	Poduzhemye	XLPU	Russia	Point(34.265 64.91833333)
